,PSNRS,SCORE
0,38.81739,1.0
1,38.81739,1.0
2,38.81739,1.0
3,38.81739,1.0
4,38.81739,
5,38.31818771362305,0.0
6,38.147064208984375,0.0
7,38.653106689453125,0.7549202003730631
8,39.01845550537109,1.0
9,38.73661422729492,0.6765617475813215
10,39.18650436401367,1.0
11,39.123085021972656,0.9389870193736856
12,37.49367141723633,0.0
13,38.89201354980469,0.8260366950149403
14,38.73735427856445,0.7346754821234615
15,38.81670379638672,0.7815492849835274
16,37.993106842041016,0.2950293623215839
17,37.85922622680664,0.2159426364345173
18,38.35990524291992,0.5117066201556676
19,38.057525634765625,0.3330832015071006
20,38.18699264526367,0.4095626974576691
21,38.42730712890625,0.5515226493241934
22,38.285247802734375,0.4676045483430456
23,37.84189224243164,0.2057030056381065
24,35.69136428833008,0.0
25,36.8941764831543,0.344138480512535
26,37.287410736083984,0.456647348373225
27,36.64022064208984,0.2714787771629394
28,37.74300003051758,0.5869967147986859
29,35.43157196044922,0.0
30,35.46730041503906,0.0095150726430994
31,35.04929733276367,0.0
32,36.00431823730469,0.2308371075770093
33,36.12176132202149,0.2592241531924938
34,35.84798812866211,0.1930507199339077
35,35.04887771606445,0.0
36,34.10292053222656,0.0
37,36.08930587768555,0.3907450749682395
38,36.28592300415039,0.4294219480111148
39,36.254390716552734,0.4232191807034355
40,35.927425384521484,0.3589013012604389
41,35.62498092651367,0.2994069626175588
42,35.0379753112793,0.1839361383608816
43,34.96414566040039,0.1694129882915825
44,34.366947174072266,0.0519371078715713
45,35.15522766113281,0.2070010377966594
46,34.37439727783203,0.0534026298352657
47,33.840728759765625,0.0
48,33.841552734375,0.0001541356522185
49,34.23752212524414,0.0742255932260235
50,34.9990119934082,0.2166726251513704
51,34.91939926147461,0.2017799813467317
52,35.56096267700195,0.3217931399644489
53,34.7469482421875,0.1695206738011493
54,34.63715362548828,0.1489820981430221
55,34.8917121887207,0.196600737995794
56,34.49051284790039,0.1215509471849906
57,34.51069641113281,0.1253265570733635
58,34.88481521606445,0.1953105654994459
59,35.049739837646484,0.2261619580365687
60,33.0473518371582,0.0
61,33.83872604370117,0.1289060995114773
62,34.25894927978516,0.1973558137425109
63,33.748416900634766,0.114195739625263
64,33.36282730102539,0.0513874614594039
65,33.55451583862305,0.082611402672645
66,33.87555313110352,0.1349048244562063
67,33.456878662109375,0.0667073872427364
68,33.32072448730469,0.0445293790878508
69,32.846221923828125,0.0
70,32.95184326171875,0.0166587748869329
71,33.073055267333984,0.0357765360842854
72,31.977373123168945,0.0
73,32.30799102783203,0.0458609912370448
74,32.510868072509766,0.0740026684932855
75,32.18462371826172,0.0287483454203961
76,31.94291114807129,0.0
77,31.41524314880371,0.0
78,31.244457244873047,0.0
79,31.420448303222656,0.0221594074814117
80,31.65732765197754,0.051985388768276
81,31.35745048522949,0.0142272185824895
82,31.01142120361328,0.0
83,30.668960571289062,0.0
84,29.9096736907959,0.0
85,29.88383674621582,0.0
86,29.89281463623047,0.000965087691349
87,29.22835922241211,0.0
88,28.962251663208008,0.0
89,28.61921119689941,0.0
90,28.258766174316406,0.0
91,27.81993865966797,0.0
92,28.258941650390625,0.038622307048717
93,27.548809051513672,0.0
94,26.89492988586425,0.0
95,26.398542404174805,0.0
96,26.7231559753418,0.0253843084759287
97,26.95388603210449,0.0434270628637907
98,26.573989868164062,0.0137197361503152
99,26.69244384765625,0.022982664822155
100,26.766132354736328,0.0287449987508529
101,27.04582595825196,0.0506166311809473
102,26.61917304992676,0.0172529951562925
103,28.52865600585937,0.1665717812090997
104,29.708860397338867,0.25886204569268
105,31.219921112060547,0.3770247927720996
106,34.92859649658203,0.667037806274074
107,35.78026580810547,0.7336371060059735
108,34.609039306640625,0.6420488994455279
109,36.302364349365234,0.7744644515125866
110,36.3002815246582,0.7743015776540646
111,37.12735366821289,0.8389774146757998
112,37.20915222167969,0.8453739424199148
113,36.32748794555664,0.7764290801430367
114,36.832820892333984,0.8159453805796788
115,36.70862579345703,0.8062335047337079
116,37.25658798217773,0.8490833498021874
117,37.21281051635742,0.8456600157355239
118,37.39349365234375,0.8597891738104205
119,37.80359649658203,0.89185861892812
120,35.94785690307617,0.7467424855415892
121,37.51213073730469,0.8690664210632292
122,36.78013229370117,0.8118252089058591
123,37.2358627319336,0.8474626654187626
124,38.0776252746582,0.913287270259487
125,37.89398193359375,0.8989266284589255
126,37.78165054321289,0.8901424773382355
127,37.34053421020508,0.8556478225689175
128,37.66567993164063,0.8810737444207873
129,37.21597671508789,0.8459076078647789
130,37.848777770996094,0.8953917287822122
131,37.85552978515625,0.8959197264554427
132,36.48686218261719,0.78889191335767
133,38.41697311401367,0.9398237770477622
134,38.45108413696289,0.9424912093607724
135,37.99175262451172,0.9065721540888124
136,38.4202880859375,0.9400830030240545
137,37.5578498840332,0.8726415917489178
138,37.849220275878906,0.8954263320195538
139,38.63506317138672,0.9568781018931104
140,39.32820510864258,1.0
141,38.57538986206055,0.9417761109636756
142,37.74012756347656,0.8771756401180315
143,36.84553909301758,0.8079867918930995
144,36.43742370605469,0.7764225201645054
145,37.771087646484375,0.8795701405559365
146,38.470191955566406,0.9336399430760332
147,37.9041633605957,0.889862420962087
148,37.47654342651367,0.856789637560377
149,38.43160629272461,0.9306556685652632
150,37.53215789794922,0.8610909463189055
151,36.40645217895508,0.7740271346229392
152,37.61314392089844,0.8673545298941548
153,37.32341766357422,0.8449466555399302
154,36.4505615234375,0.7774386191674804
155,36.84217834472656,0.8077268664512816
156,36.44081115722656,0.7766845108481992
157,36.84120559692383,0.8076516326400858
158,36.82533645629883,0.8064242888966549
159,37.79922103881836,0.881746020389543
160,37.724212646484375,0.8759447559599561
161,37.52267456054688,0.860357490418384
162,36.54671859741211,0.7848755551628318
163,37.16465377807617,0.832667612449101
164,36.61325454711914,0.7900215478486302
165,36.73818588256836,0.7996839294826111
166,37.327239990234375,0.8452422801627469
167,37.16704940795898,0.8328528941488305
168,36.19588088989258,0.7577412272581834
169,37.34326171875,0.8464814252883262
170,37.17577362060547,0.8335276381731638
171,36.66737365722656,0.7942072030621046
172,36.45817184448242,0.7780272131021305
173,36.28956985473633,0.7649872758972849
174,37.50821685791016,0.8592393094598256
175,37.40956878662109,0.8516097159009021
176,36.665897369384766,0.7940930246898191
177,36.29750442504883,0.7656009477690003
178,36.08236312866211,0.7489615890089008
179,36.1258659362793,0.7523261630594021
180,35.38517761230469,0.69504018886932
181,37.0072135925293,0.8204909463484089
182,37.15380096435547,0.8318282391437979
183,37.11968994140625,0.829190040164529
184,37.27211380004883,0.8409787358270933
185,37.32541275024414,0.8451009586115202
186,37.16084289550781,0.8323728729299453
187,37.16228103637695,0.8324841009566938
188,37.07681274414063,0.8258738517808359
189,36.28140258789063,0.7643556069177931
190,36.094764709472656,0.7499207463430099
191,36.73171615600586,0.7991835508795201
192,35.391361236572266,0.6955184398808828
193,36.80426788330078,0.8047948130565181
194,36.40460205078125,0.7738840428643902
195,36.11627960205078,0.7515847412259306
196,36.48434066772461,0.7800511501405766
197,36.28351974487305,0.7645193510951018
198,36.56660842895508,0.7864138653258723
